issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
sim_good-housekeeping_good-housekeeping_1886-04-03_2_11,good-housekeeping-early,rev2,Good Housekeeping 1886-04-03: Vol 2 Iss 11,,1886,1886-04-03T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1886-04-03_2_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1886-09-04_3_9,good-housekeeping-early,rev2,Good Housekeeping 1886-09-04: Vol 3 Iss 9,,1886,1886-09-04T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1886-09-04_3_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1886-03-20_2_10,good-housekeeping-early,rev2,Good Housekeeping 1886-03-20: Vol 2 Iss 10,,1886,1886-03-20T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1886-03-20_2_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1886-08-21_3_8,good-housekeeping-early,rev2,Good Housekeeping 1886-08-21: Vol 3 Iss 8,,1886,1886-08-21T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1886-08-21_3_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1886-10-30_3_13,good-housekeeping-early,rev2,Good Housekeeping 1886-10-30: Vol 3 Iss 13,,1886,1886-10-30T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1886-10-30_3_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-02-05_4_7,good-housekeeping-early,rev2,Good Housekeeping 1887-02-05: Vol 4 Iss 7,,1887,1887-02-05T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-02-05_4_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-12-10_6_3,good-housekeeping-early,rev2,Good Housekeeping 1887-12-10: Vol 6 Iss 3,,1887,1887-12-10T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-12-10_6_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-06-11_5_3,good-housekeeping-early,rev2,Good Housekeeping 1887-06-11: Vol 5 Iss 3,,1887,1887-06-11T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-06-11_5_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-08-06_5_7,good-housekeeping-early,rev2,Good Housekeeping 1887-08-06: Vol 5 Iss 7,,1887,1887-08-06T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-08-06_5_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-10-29_5_13,good-housekeeping-early,rev2,Good Housekeeping 1887-10-29: Vol 5 Iss 13,,1887,1887-10-29T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-10-29_5_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-08-20_5_8,good-housekeeping-early,rev2,Good Housekeeping 1887-08-20: Vol 5 Iss 8,,1887,1887-08-20T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-08-20_5_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-12-24_6_4,good-housekeeping-early,rev2,Good Housekeeping 1887-12-24: Vol 6 Iss 4,,1887,1887-12-24T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-12-24_6_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-09-03_5_9,good-housekeeping-early,rev2,Good Housekeeping 1887-09-03: Vol 5 Iss 9,,1887,1887-09-03T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-09-03_5_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-03-19_4_10,good-housekeeping-early,rev2,Good Housekeeping 1887-03-19: Vol 4 Iss 10,,1887,1887-03-19T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-03-19_4_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-03-05_4_9,good-housekeeping-early,rev2,Good Housekeeping 1887-03-05: Vol 4 Iss 9,,1887,1887-03-05T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-03-05_4_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-06-25_5_4,good-housekeeping-early,rev2,Good Housekeeping 1887-06-25: Vol 5 Iss 4,,1887,1887-06-25T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-06-25_5_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-01-22_4_6,good-housekeeping-early,rev2,Good Housekeeping 1887-01-22: Vol 4 Iss 6,,1887,1887-01-22T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-01-22_4_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-02-19_4_8,good-housekeeping-early,rev2,Good Housekeeping 1887-02-19: Vol 4 Iss 8,,1887,1887-02-19T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-02-19_4_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-07-23_5_6,good-housekeeping-early,rev2,Good Housekeeping 1887-07-23: Vol 5 Iss 6,,1887,1887-07-23T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-07-23_5_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-09-17_5_10,good-housekeeping-early,rev2,Good Housekeeping 1887-09-17: Vol 5 Iss 10,,1887,1887-09-17T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-09-17_5_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-10-15_5_12,good-housekeeping-early,rev2,Good Housekeeping 1887-10-15: Vol 5 Iss 12,,1887,1887-10-15T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-10-15_5_12,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-11-26_6_2,good-housekeeping-early,rev2,Good Housekeeping 1887-11-26: Vol 6 Iss 2,,1887,1887-11-26T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-11-26_6_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-04-02_4_11,good-housekeeping-early,rev2,Good Housekeeping 1887-04-02: Vol 4 Iss 11,,1887,1887-04-02T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-04-02_4_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-04-30_4_13,good-housekeeping-early,rev2,Good Housekeeping 1887-04-30: Vol 4 Iss 13,,1887,1887-04-30T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-04-30_4_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-05-14_5_1,good-housekeeping-early,rev2,Good Housekeeping 1887-05-14: Vol 5 Iss 1,,1887,1887-05-14T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-05-14_5_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-05-28_5_2,good-housekeeping-early,rev2,Good Housekeeping 1887-05-28: Vol 5 Iss 2,,1887,1887-05-28T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-05-28_5_2,issue_candidate
sim_good-housekeeping_good-housekeeping_november-12-1887-april-28-1888_6_index,good-housekeeping-early,rev2,"Good Housekeeping November 12, 1887-April 28, 1888: Vol 6 Index",,1887,1887-11-12T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_november-12-1887-april-28-1888_6_index,issue_candidate
sim_good-housekeeping_good-housekeeping_may-14-1887-october-29-1887_5_contents,good-housekeeping-early,rev2,"Good Housekeeping May 14, 1887-October 29, 1887: Vol 5 Table of Contents",,1887,1887-05-14T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_may-14-1887-october-29-1887_5_contents,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-04-16_4_12,good-housekeeping-early,rev2,Good Housekeeping 1887-04-16: Vol 4 Iss 12,,1887,1887-04-16T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-04-16_4_12,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-10-01_5_11,good-housekeeping-early,rev2,Good Housekeeping 1887-10-01: Vol 5 Iss 11,,1887,1887-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-10-01_5_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-07-09_5_5,good-housekeeping-early,rev2,Good Housekeeping 1887-07-09: Vol 5 Iss 5,,1887,1887-07-09T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-07-09_5_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-11-12_6_1,good-housekeeping-early,rev2,Good Housekeeping 1887-11-12: Vol 6 Iss 1,,1887,1887-11-12T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-11-12_6_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1887-01-08_4_5,good-housekeeping-early,rev2,Good Housekeeping 1887-01-08: Vol 4 Iss 5,,1887,1887-01-08T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1887-01-08_4_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-01-07_6_5,good-housekeeping-early,rev2,Good Housekeeping 1888-01-07: Vol 6 Iss 5,,1888,1888-01-07T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-01-07_6_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-06-09_7_3,good-housekeeping-early,rev2,Good Housekeeping 1888-06-09: Vol 7 Iss 3,,1888,1888-06-09T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-06-09_7_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-07-07_7_5,good-housekeeping-early,rev2,Good Housekeeping 1888-07-07: Vol 7 Iss 5,,1888,1888-07-07T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-07-07_7_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-03-31_6_11,good-housekeeping-early,rev2,Good Housekeeping 1888-03-31: Vol 6 Iss 11,,1888,1888-03-31T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-03-31_6_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-03-03_6_9,good-housekeeping-early,rev2,Good Housekeeping 1888-03-03: Vol 6 Iss 9,,1888,1888-03-03T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-03-03_6_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-08-18_7_8,good-housekeeping-early,rev2,Good Housekeeping 1888-08-18: Vol 7 Iss 8,,1888,1888-08-18T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-08-18_7_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-12-22_8_4,good-housekeeping-early,rev2,Good Housekeeping 1888-12-22: Vol 8 Iss 4,,1888,1888-12-22T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-12-22_8_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-04-28_6_13,good-housekeeping-early,rev2,Good Housekeeping 1888-04-28: Vol 6 Iss 13,,1888,1888-04-28T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-04-28_6_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-05-12_7_1,good-housekeeping-early,rev2,Good Housekeeping 1888-05-12: Vol 7 Iss 1,,1888,1888-05-12T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-05-12_7_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-09-01_7_9,good-housekeeping-early,rev2,Good Housekeeping 1888-09-01: Vol 7 Iss 9,,1888,1888-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-09-01_7_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-10-27_7_13,good-housekeeping-early,rev2,Good Housekeeping 1888-10-27: Vol 7 Iss 13,,1888,1888-10-27T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-10-27_7_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-02-18_6_8,good-housekeeping-early,rev2,Good Housekeeping 1888-02-18: Vol 6 Iss 8,,1888,1888-02-18T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-02-18_6_8,issue_candidate
sim_good-housekeeping_good-housekeeping_november-10-1888-april-27-1889_8_index,good-housekeeping-early,rev2,"Good Housekeeping November 10, 1888-April 27, 1889: Vol 8 Index",,1888,1888-11-10T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_november-10-1888-april-27-1889_8_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-01-21_6_6,good-housekeeping-early,rev2,Good Housekeeping 1888-01-21: Vol 6 Iss 6,,1888,1888-01-21T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-01-21_6_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-05-26_7_2,good-housekeeping-early,rev2,Good Housekeeping 1888-05-26: Vol 7 Iss 2,,1888,1888-05-26T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-05-26_7_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-11-10_8_1,good-housekeeping-early,rev2,Good Housekeeping 1888-11-10: Vol 8 Iss 1,,1888,1888-11-10T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-11-10_8_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-11-24_8_2,good-housekeeping-early,rev2,Good Housekeeping 1888-11-24: Vol 8 Iss 2,,1888,1888-11-24T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-11-24_8_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-02-04_6_7,good-housekeeping-early,rev2,Good Housekeeping 1888-02-04: Vol 6 Iss 7,,1888,1888-02-04T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-02-04_6_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-03-17_6_10,good-housekeeping-early,rev2,Good Housekeeping 1888-03-17: Vol 6 Iss 10,,1888,1888-03-17T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-03-17_6_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-06-23_7_4,good-housekeeping-early,rev2,Good Housekeeping 1888-06-23: Vol 7 Iss 4,,1888,1888-06-23T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-06-23_7_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-12-08_8_3,good-housekeeping-early,rev2,Good Housekeeping 1888-12-08: Vol 8 Iss 3,,1888,1888-12-08T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-12-08_8_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-08-04_7_7,good-housekeeping-early,rev2,Good Housekeeping 1888-08-04: Vol 7 Iss 7,,1888,1888-08-04T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-08-04_7_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-09-29_7_11,good-housekeeping-early,rev2,Good Housekeeping 1888-09-29: Vol 7 Iss 11,,1888,1888-09-29T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-09-29_7_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-07-21_7_6,good-housekeeping-early,rev2,Good Housekeeping 1888-07-21: Vol 7 Iss 6,,1888,1888-07-21T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-07-21_7_6,issue_candidate
sim_good-housekeeping_good-housekeeping_may-12-1888-october-27-1888_7_index,good-housekeeping-early,rev2,"Good Housekeeping May 12, 1888-October 27, 1888: Vol 7 Index",,1888,1888-05-12T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_may-12-1888-october-27-1888_7_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1888-04-14_6_12,good-housekeeping-early,rev2,Good Housekeeping 1888-04-14: Vol 6 Iss 12,,1888,1888-04-14T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1888-04-14_6_12,issue_candidate
