issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
ladieshomejourna108janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna108janwye,issue_candidate
ladieshomejourna70julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna70julwyet,issue_candidate
sim_ladies-home-journal_1889-08_6_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-08: Vol 6 Iss 9,,1889,1889-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-08_6_9,issue_candidate
sim_ladies-home-journal_1889-09_6_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-09: Vol 6 Iss 10,,1889,1889-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-09_6_10,issue_candidate
ladieshomejourna107julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna107julwye,issue_candidate
ladieshomejourna110julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna110julwye,issue_candidate
ladieshomejourna112janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna112janwye,issue_candidate
ladieshomejourna113janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna113janwye,issue_candidate
ladieshomejourna61janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna61janwyet,issue_candidate
ladieshomejourna70janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna70janwyet,issue_candidate
ladieshomejourna74janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna74janwyet,issue_candidate
ladieshomejourna88julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna88julwyet,issue_candidate
ladieshomejourna108julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna108julwye,issue_candidate
ladieshomejourna121janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna121janwye,issue_candidate
ladieshomejourna74julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna74julwyet,issue_candidate
ladieshomejourna86janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna86janwyet,issue_candidate
ladieshomejourna93julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna93julwyet,issue_candidate
sim_ladies-home-journal_1889-03_6_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-03: Vol 6 Iss 4,,1889,1889-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-03_6_4,issue_candidate
ladieshomejourna104julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna104julwye,issue_candidate
ladieshomejourna118janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna118janwye,issue_candidate
ladieshomejourna119janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna119janwye,issue_candidate
ladieshomejourna73janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna73janwyet,issue_candidate
ladieshomejourna82janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna82janwyet,issue_candidate
ladieshomejourna85janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna85janwyet,issue_candidate
ladieshomejourna91janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna91janwyet,issue_candidate
ladieshomejourna94janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna94janwyet,issue_candidate
ladieshomejourna105janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna105janwye,issue_candidate
ladieshomejourna79janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna79janwyet,issue_candidate
ladieshomejourna122janwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna122janwye,issue_candidate
ladieshomejourna61julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna61julwyet,issue_candidate
ladieshomejourna72julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna72julwyet,issue_candidate
ladieshomejourna81janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna81janwyet,issue_candidate
ladieshomejourna83julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna83julwyet,issue_candidate
ladieshomejourna94julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna94julwyet,issue_candidate
sim_ladies-home-journal_1889-05_6_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-05: Vol 6 Iss 6,,1889,1889-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-05_6_6,issue_candidate
sim_ladies-home-journal_1889-12_7_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-12: Vol 7 Iss 1,,1889,1889-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-12_7_1,issue_candidate
ladieshomejourna106julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna106julwye,issue_candidate
ladieshomejourna114julwye,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna114julwye,issue_candidate
ladieshomejourna62janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna62janwyet,issue_candidate
ladieshomejourna66julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna66julwyet,issue_candidate
ladieshomejourna67janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna67janwyet,issue_candidate
ladieshomejourna75janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna75janwyet,issue_candidate
ladieshomejourna88janwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna88janwyet,issue_candidate
ladieshomejourna95julwyet,ladies-home-journal-early,rev2,The Ladies' home journal,"Wyeth, N. C. (Newell Convers), 1882-1945",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/ladieshomejourna95julwyet,issue_candidate
sim_ladies-home-journal_1889-02_6_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1889-02: Vol 6 Iss 3,,1889,1889-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1889-02_6_3,issue_candidate
sim_ladies-home-journal_1890-01_7_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-01: Vol 7 Iss 2,,1890,1890-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-01_7_2,issue_candidate
sim_ladies-home-journal_1890-10_7_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-10: Vol 7 Iss 11,,1890,1890-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-10_7_11,issue_candidate
sim_ladies-home-journal_1890-12_8_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-12: Vol 8 Iss 1,,1890,1890-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-12_8_1,issue_candidate
sim_ladies-home-journal_1890-04_7_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-04: Vol 7 Iss 5,,1890,1890-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-04_7_5,issue_candidate
sim_ladies-home-journal_1890-03_7_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-03: Vol 7 Iss 4,,1890,1890-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-03_7_4,issue_candidate
sim_ladies-home-journal_1890-07_7_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-07: Vol 7 Iss 8,,1890,1890-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-07_7_8,issue_candidate
sim_ladies-home-journal_1890-11_7_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-11: Vol 7 Iss 12,,1890,1890-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-11_7_12,issue_candidate
sim_ladies-home-journal_1890-06_7_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-06: Vol 7 Iss 7,,1890,1890-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-06_7_7,issue_candidate
sim_ladies-home-journal_1890-08_7_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-08: Vol 7 Iss 9,,1890,1890-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-08_7_9,issue_candidate
sim_ladies-home-journal_1890-02_7_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-02: Vol 7 Iss 3,,1890,1890-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-02_7_3,issue_candidate
sim_ladies-home-journal_1890-09_7_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-09: Vol 7 Iss 10,,1890,1890-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-09_7_10,issue_candidate
sim_ladies-home-journal_1890-05_7_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1890-05: Vol 7 Iss 6,,1890,1890-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1890-05_7_6,issue_candidate
sim_ladies-home-journal_1891-02_8_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-02: Vol 8 Iss 3,,1891,1891-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-02_8_3,issue_candidate
sim_ladies-home-journal_1891-04_8_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-04: Vol 8 Iss 5,,1891,1891-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-04_8_5,issue_candidate
sim_ladies-home-journal_1891-03_8_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-03: Vol 8 Iss 4,,1891,1891-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-03_8_4,issue_candidate
sim_ladies-home-journal_1891-06_8_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-06: Vol 8 Iss 7,,1891,1891-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-06_8_7,issue_candidate
sim_ladies-home-journal_1891-11_8_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-11: Vol 8 Iss 12,,1891,1891-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-11_8_12,issue_candidate
sim_ladies-home-journal_1891-05_8_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-05: Vol 8 Iss 6,,1891,1891-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-05_8_6,issue_candidate
sim_ladies-home-journal_1891-12_9_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-12: Vol 9 Iss 1,,1891,1891-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-12_9_1,issue_candidate
sim_ladies-home-journal_1891-05_8_supplement,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-05: Vol 8 Supplement,,1891,1891-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-05_8_supplement,issue_candidate
sim_ladies-home-journal_1891-07_8_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-07: Vol 8 Iss 8,,1891,1891-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-07_8_8,issue_candidate
sim_ladies-home-journal_1891-09_8_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-09: Vol 8 Iss 10,,1891,1891-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-09_8_10,issue_candidate
sim_ladies-home-journal_1891-10_8_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-10: Vol 8 Iss 11,,1891,1891-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-10_8_11,issue_candidate
sim_ladies-home-journal_1891-08_8_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-08: Vol 8 Iss 9,,1891,1891-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-08_8_9,issue_candidate
sim_ladies-home-journal_1891-01_8_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1891-01: Vol 8 Iss 2,,1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1891-01_8_2,issue_candidate
sim_ladies-home-journal_1892-09_9_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-09: Vol 9 Iss 10,,1892,1892-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-09_9_10,issue_candidate
ladies-home-journal-february-1892,ladies-home-journal-early,rev2,Ladies' Home Journal February 1892,Curtis Publishing Company,1892,1892-02-01T00:00:00Z,Internet Archive,https://archive.org/details/ladies-home-journal-february-1892,issue_candidate
sim_ladies-home-journal_1892-10_9_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-10: Vol 9 Iss 11,,1892,1892-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-10_9_11,issue_candidate
4aoiAQAAMAAJ,ladies-home-journal-early,rev2,The Ladies Home Journal December 1891-November 1892,Meredith Corporation,1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/4aoiAQAAMAAJ,issue_candidate
sim_ladies-home-journal_1892-08_9_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-08: Vol 9 Iss 9,,1892,1892-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-08_9_9,issue_candidate
sim_ladies-home-journal_1892-11_9_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-11: Vol 9 Iss 12,,1892,1892-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-11_9_12,issue_candidate
sim_ladies-home-journal_1892-04_9_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-04: Vol 9 Iss 5,,1892,1892-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-04_9_5,issue_candidate
sim_ladies-home-journal_1892-06_9_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-06: Vol 9 Iss 7,,1892,1892-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-06_9_7,issue_candidate
sim_ladies-home-journal_1892-03_9_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-03: Vol 9 Iss 4,,1892,1892-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-03_9_4,issue_candidate
sim_ladies-home-journal_1892-02_9_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-02: Vol 9 Iss 3,,1892,1892-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-02_9_3,issue_candidate
sim_ladies-home-journal_1892-01_9_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-01: Vol 9 Iss 2,,1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-01_9_2,issue_candidate
sim_ladies-home-journal_1892-05_9_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-05: Vol 9 Iss 6,,1892,1892-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-05_9_6,issue_candidate
sim_ladies-home-journal_1892-12_10_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-12: Vol 10 Iss 1,,1892,1892-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-12_10_1,issue_candidate
sim_ladies-home-journal_1892-07_9_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1892-07: Vol 9 Iss 8,,1892,1892-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1892-07_9_8,issue_candidate
sim_ladies-home-journal_1893-02_10_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-02: Vol 10 Iss 3,,1893,1893-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-02_10_3,issue_candidate
sim_ladies-home-journal_1893-05_10_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-05: Vol 10 Iss 6,,1893,1893-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-05_10_6,issue_candidate
sim_ladies-home-journal_1893-03_10_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-03: Vol 10 Iss 4,,1893,1893-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-03_10_4,issue_candidate
sim_ladies-home-journal_1893-06_10_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-06: Vol 10 Iss 7,,1893,1893-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-06_10_7,issue_candidate
sim_ladies-home-journal_1893-10_10_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-10: Vol 10 Iss 11,,1893,1893-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-10_10_11,issue_candidate
sim_ladies-home-journal_1893-04_10_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-04: Vol 10 Iss 5,,1893,1893-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-04_10_5,issue_candidate
sim_ladies-home-journal_1893-09_10_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-09: Vol 10 Iss 10,,1893,1893-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-09_10_10,issue_candidate
sim_ladies-home-journal_1893-12_11_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1893-12: Vol 11 Iss 1,,1893,1893-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1893-12_11_1,issue_candidate
miscellaneouswor03hazliala,table-talk,rev2,The miscellaneous works of William Hazlitt,"Hazlitt, William, 1778-1830",1800,1800-01-01T00:00:00Z,Internet Archive,https://archive.org/details/miscellaneouswor03hazliala,issue_candidate
miscellaneouswor02hazliala,table-talk,rev2,The miscellaneous works of William Hazlitt,"Hazlitt, William, 1778-1830",1800,1800-01-01T00:00:00Z,Internet Archive,https://archive.org/details/miscellaneouswor02hazliala,issue_candidate
tabletalk00luthuoft,table-talk,rev2,Table talk,"Luther, Martin, 1483-1546",1800,1800-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00luthuoft,issue_candidate
miscellaneouswor01hazliala,table-talk,rev2,The miscellaneous works of William Hazlitt,"Hazlitt, William, 1778-1830",1800,1800-01-01T00:00:00Z,Internet Archive,https://archive.org/details/miscellaneouswor01hazliala,issue_candidate
drjohnsonstable01boswgoog,table-talk,rev2,Dr. Johnson's table-talk: aphorisms [&c.] selected and arranged from mr. Boswell's life of Johnson,"Samuel Johnson , James Boswell",1807,1807-01-01T00:00:00Z,Internet Archive,https://archive.org/details/drjohnsonstable01boswgoog,issue_candidate
drjohnsonstable02boswgoog,table-talk,rev2,Dr. Johnson's table-talk: aphorisms [&c.] selected and arranged from mr. Boswell's life of Johnson,"Samuel Johnson , James Boswell",1807,1807-01-01T00:00:00Z,Internet Archive,https://archive.org/details/drjohnsonstable02boswgoog,issue_candidate
drjohnsonstablet00john,table-talk,rev2,"Dr. Johnson's table-talk; containing aphorisms on literature, life, and manners; with anecdotes, of distinguished persons; selected and arranged from Mr. Boswell's Life of Johnson","Johnson, Samuel, 1709-1784",1807,1807-01-01T00:00:00Z,Internet Archive,https://archive.org/details/drjohnsonstablet00john,issue_candidate
jstor-30071980,table-talk,rev2,"Table-Talk, or Sketches of Modern Manners","Pictor, Fabius",1808,1808-09-01T00:00:00Z,Internet Archive,https://archive.org/details/jstor-30071980,issue_candidate
jstor-30072071,table-talk,rev2,Table-Talk.......Prolegomena,,1808,1808-11-01T00:00:00Z,Internet Archive,https://archive.org/details/jstor-30072071,issue_candidate
jstor-30074315,table-talk,rev2,Table-Talk (Continued),,1808,1808-12-31T00:00:00Z,Internet Archive,https://archive.org/details/jstor-30074315,issue_candidate
jstor-30072106,table-talk,rev2,Table-Talk (Continued),,1808,1808-12-01T00:00:00Z,Internet Archive,https://archive.org/details/jstor-30072106,issue_candidate
anonymianaorten00pegggoog,table-talk,rev2,"Anonymiana; or, Ten centuries of observations on various authors and subjects","Pegge, Samuel, 1704-1796, compiler",1809,1809-01-01T00:00:00Z,Internet Archive,https://archive.org/details/anonymianaorten00pegggoog,issue_candidate
fungusianaoropin00evaniala,table-talk,rev2,"Fungusiana; or, The opinions, and the table talk, of the late Barnaby Fungus, Esq.; to which are prefixed some biographical notices, respecting the true origin of that gentleman","Evans, Arthur Benoni, 1781-1854",1809,1809-01-01T00:00:00Z,Internet Archive,https://archive.org/details/fungusianaoropin00evaniala,issue_candidate
anonymianaortenc00pegg,table-talk,rev2,"Anonymiana; or, Ten centuries of observations on various authors and subjects","['Pegge, Samuel, 1704-1796, comp', 'Nichols, John, 1745-1826, ed']",1809,1809-01-01T00:00:00Z,Internet Archive,https://archive.org/details/anonymianaortenc00pegg,issue_candidate
gri_33125012260069,table-talk,rev2,"Table talk, and other poems","['Cowper, William, 1731-1800', 'Finden, W. (William), 1787-1852', 'Finden, Edward Francis, 1791-1857', 'Portbury, E. J., approximately 1795-1885', 'Romney, John, 1786-1863', 'Westall, Richard, 1765-1836']",1817,1817-01-01T00:00:00Z,Internet Archive,https://archive.org/details/gri_33125012260069,issue_candidate
tabletalkandoth02cowpgoog,table-talk,rev2,Table Talk: And Other Poems,William Cowper,1817,1817-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkandoth02cowpgoog,issue_candidate
tabletalkandoth03cowpgoog,table-talk,rev2,"Table talk, and other poems",William Cowper,1817,1817-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkandoth03cowpgoog,issue_candidate
anonymianatencen00peggiala,table-talk,rev2,"Anonymiana : or, Ten centuries of observations on various authors and subjects","['Pegge, Samuel, 1704-1796', 'Nichols, John, 1745-1826']",1818,1818-01-01T00:00:00Z,Internet Archive,https://archive.org/details/anonymianatencen00peggiala,issue_candidate
tabletalk02seldgoog,table-talk,rev2,the table talk,john selden,1818,1818-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk02seldgoog,issue_candidate
familiardiscours00luth,table-talk,rev2,The familiar discourses of Dr. Martin Luther (the great reformer),"['Luther, Martin, 1483-1546', 'Lauterbach, Anton. [from old catalog]', 'Aurifaber, Johann, 1519-1575', 'Bell, Henry, Captain', 'Burkhard, Johann Gottlieb, 1756-1800', 'Kerby, Joseph. [from old catalog]']",1818,1818-01-01T00:00:00Z,Internet Archive,https://archive.org/details/familiardiscours00luth,issue_candidate
